comment,likes,replies,date,timestamp,seconds,clean_comment,weight,label,confidence,sentiment_score,segment
"1:00:30 Russians & Ukrainians are ONE folk, one nation, but not ""cousins"" Once Kiev was the capital of Russian State ""Kievakaya Russ""
The word ""ukraina"" is ""okraina"", stands for ""edge of some land"", in this case edge of Russia.",1,0,03/13/2024,1:00:30,3630,"russians & ukrainians are one folk, one nation, but not ""cousins"" once kiev was the capital of russian state ""kievakaya russ"" the word ""ukraina"" is ""okraina"", stands for ""edge of some land"", in this case edge of russia.",2,neutral,0.91,0,121
10:00 Trump 2024!,1,0,03/02/2024,10:00,600,trump 2024!,2,positive,0.75,1,20
"51:50, New York subways absolutely suck in comparison to other countries’! My family and I went to New York a couple of years ago and my wife could no accept the FACT that you can’t go where you want via subway without walking you ass off! In Guangzhou, where she’s from they have a clean and very dynamic subway where you can take the subway to ANYWHERE. Seoul, South Korea in 1953 was a pile of dirt, now they have a GREAT subway system. New Or is old as hell, what are we doing wrong?",1,0,03/15/2024,51:50,3110,", new york subways absolutely suck in comparison to other countries’! my family and i went to new york a couple of years ago and my wife could no accept the fact that you can’t go where you want via subway without walking you ass off! in guangzhou, where she’s from they have a clean and very dynamic subway where you can take the subway to anywhere. seoul, south korea in 1953 was a pile of dirt, now they have a great subway system. new or is old as hell, what are we doing wrong?",2,negative,0.9,-1,103
Their faces and disposition at this moment couldn't be more polar opposite. The transistion to Lex is just gold. 19:17,1,0,03/02/2024,19:17,1157,their faces and disposition at this moment couldn't be more polar opposite. the transistion to lex is just gold.,2,neutral,0.51,0,38
0:37- 3:50 - Lex Fridman For World President!!!,1,0,03/02/2024,0:37,37,- - lex fridman for world president!!!,2,positive,0.76,1,1
"2:17:36 ""Well that's a rigged election i thought it then i think it now. I don't want to go on tv and say it's a rigged election without evidence because you can't do that, it's wrong"". Then proceeds to claim on youtube it's a rigged election without evidence carefully giving examples why there is no evidence ( they don't have any).😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂

this is an example of the difference between freedom of speech and lying .😢",1,0,03/02/2024,2:17:36,8256,"""well that's a rigged election i thought it then i think it now. i don't want to go on tv and say it's a rigged election without evidence because you can't do that, it's wrong"". then proceeds to claim on youtube it's a rigged election without evidence carefully giving examples why there is no evidence ( they don't have any).😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂 this is an example of the difference between freedom of speech and lying .😢",2,negative,0.9,-1,275
"pretty sure that's dana white, not joe rogan, at 2:41:29",1,0,03/02/2024,2:41:29,9689,"pretty sure that's dana white, not joe rogan, at",2,neutral,0.87,0,322
@20:00 the implication that Ukraine funding is causing the US bankruptcy? Not the other trillions spent on social welfare and fraud and waste? You are misleading viewers with that hyperbole.,1,0,02/27/2024,20:00,1200,@ the implication that ukraine funding is causing the us bankruptcy? not the other trillions spent on social welfare and fraud and waste? you are misleading viewers with that hyperbole.,2,negative,0.89,-1,40
"Tucker ""everything is ironic to me and my humour is too smart for you"" Carlson 1:12:23",1,0,02/27/2024,1:12:23,4343,"tucker ""everything is ironic to me and my humour is too smart for you"" carlson",2,negative,0.62,-1,144
23:40 excuse me but Nawalny was never the most famous opposition in Russia... he never got more as 3% voters... the west people know him more as the Russians because the Western Media pushed him in a wanne be Hero Position which he never was in Russia at reality,1,0,02/27/2024,23:40,1420,excuse me but nawalny was never the most famous opposition in russia... he never got more as 3% voters... the west people know him more as the russians because the western media pushed him in a wanne be hero position which he never was in russia at reality,2,negative,0.57,-1,47
"1:57:51 well, you probably won't see an American of any color in power in Russia, lol. Maybe if you had worded it African Russian in power, that might have been different 😅😂",1,0,03/11/2024,1:57:51,7071,"well, you probably won't see an american of any color in power in russia, lol. maybe if you had worded it african russian in power, that might have been different 😅😂",2,neutral,0.56,0,235
"1:29:15 - I'm surprised Tucker either doesn't know about, or won't acknowledge the actual self-professed, proud Nazis that are part of the Ukrainian military, who display tattoos, flags, and symbols openly. The U.S. Congress condemned these same Nazis years before this war started.",1,0,03/11/2024,1:29:15,5355,"- i'm surprised tucker either doesn't know about, or won't acknowledge the actual self-professed, proud nazis that are part of the ukrainian military, who display tattoos, flags, and symbols openly. the u.s. congress condemned these same nazis years before this war started.",2,negative,0.8,-1,178
"1:41 Bravo. Thanks. You, Rogan, Elon, Russell etc. - insisting on free speech and open discourse. I think our survival as a species literally depends on it.",1,0,03/11/2024,1:41,101,"bravo. thanks. you, rogan, elon, russell etc. - insisting on free speech and open discourse. i think our survival as a species literally depends on it.",2,positive,0.9,1,3
"1:01:20 Really? You really think that supermarkets are built to criticize governments?
People would find it improper as supermarket is the place to buy things, not to discuss politics!",1,0,03/12/2024,1:01:20,3680,"really? you really think that supermarkets are built to criticize governments? people would find it improper as supermarket is the place to buy things, not to discuss politics!",2,negative,0.82,-1,122
1:29:30 Stefan Bandera,1,0,02/27/2024,1:29:30,5370,stefan bandera,2,neutral,0.82,0,179
"13:38 Lex great commentary followed by Tucker's typical bullshit, spin, and reactionary defense on Tucker being exposed as the POS that he really is.",1,0,02/27/2024,13:38,818,"lex great commentary followed by tucker's typical bullshit, spin, and reactionary defense on tucker being exposed as the pos that he really is.",2,negative,0.61,-1,27
"2:12:58 Way to not answer the question, Lex. 

Why not give the Joy Reid disclaimer? “You’re not interviewing me, I’m interviewing you. I will ask the questions!”",1,0,02/27/2024,2:12:58,7978,"way to not answer the question, lex. why not give the joy reid disclaimer? “you’re not interviewing me, i’m interviewing you. i will ask the questions!”",2,negative,0.66,-1,265
"01:15:00 Jon Stewart has nothing said anything unpopular. 
really now? How about going on Colbert and yelling china made the virus in a lab, it didnt come from bats. ?
while it was basically illegal to say that out loud.",1,0,02/27/2024,01:15:00,4500,"jon stewart has nothing said anything unpopular. really now? how about going on colbert and yelling china made the virus in a lab, it didnt come from bats. ? while it was basically illegal to say that out loud.",2,negative,0.75,-1,150
41:12 - A wild Jordan Peterson appears,1,0,02/27/2024,41:12,2472,- a wild jordan peterson appears,2,neutral,0.9,0,82
"@58:05  ... sure my dude hence the recruiters kidnap people on the street to drive them into the meat grinder, also talking about a repressing regime Zelenski removed any opposition by force and considering he is the result of a putsch your assessment sucks",1,0,02/27/2024,58:05,3485,"@ ... sure my dude hence the recruiters kidnap people on the street to drive them into the meat grinder, also talking about a repressing regime zelenski removed any opposition by force and considering he is the result of a putsch your assessment sucks",2,negative,0.86,-1,116
I love this interview with les right up until 3:04 where I could not believe less had that position on not thinking he has diminutive cognitive abilities pretty sad,1,0,03/02/2024,3:04,184,i love this interview with les right up until where i could not believe less had that position on not thinking he has diminutive cognitive abilities pretty sad,2,positive,0.67,1,6
50:30 Correction. Young WHITE woman.,1,0,03/02/2024,50:30,3030,correction. young white woman.,2,neutral,0.77,0,101
"Tucker when he told ""freedom"" loving Lex he would love an interview with Zelensky but he was put on a ""bad boy hes mean to me"" list was priceless. 😅😅😅 oh the irony 59:00. Brilliant he just looked down at his notes like a kid tellin his dad he's right😅😅😅",1,0,03/03/2024,59:00,3540,"tucker when he told ""freedom"" loving lex he would love an interview with zelensky but he was put on a ""bad boy hes mean to me"" list was priceless. 😅😅😅 oh the irony . brilliant he just looked down at his notes like a kid tellin his dad he's right😅😅😅",2,neutral,0.42,0,118
"1:32:01 Lex, the Azov brigade is a neo-nazi battalion and unfortunately played a quite crucial role since the coup of 2014 in Ukraine. Surprised you both did not know.",1,0,03/03/2024,1:32:01,5521,"lex, the azov brigade is a neo-nazi battalion and unfortunately played a quite crucial role since the coup of 2014 in ukraine. surprised you both did not know.",2,negative,0.71,-1,184
"2:06:00 - ""Why is the population growth diminishing?""
The development of civilization is rendering the male gender unnecessary, because women can now do for themselves what they were unable to do in the past without a man, and women are being directed to choose to not have men or babies. However, when it comes that time when there aren't enough men maintaining civilization it will all collapse.",1,0,03/03/2024,2:06:00,7560,"- ""why is the population growth diminishing?"" the development of civilization is rendering the male gender unnecessary, because women can now do for themselves what they were unable to do in the past without a man, and women are being directed to choose to not have men or babies. however, when it comes that time when there aren't enough men maintaining civilization it will all collapse.",2,negative,0.56,-1,252
"1:30:00 Nazis that use Nazi emblems on their uniforms. Those Nazis. The ones that were the muscle for Maidan to happen, funded by US. Those Nazis. The ones that burned 60 people in Odessa. Those Nazis. The ones that are mostly in charge of Ukrainian military and always at the right hand of Zelensky. Those Nazis. The ones they called Azov Battalion, now renamed 3rd Assault Brigade. Those Nazis.",1,0,03/13/2024,1:30:00,5400,"nazis that use nazi emblems on their uniforms. those nazis. the ones that were the muscle for maidan to happen, funded by us. those nazis. the ones that burned 60 people in odessa. those nazis. the ones that are mostly in charge of ukrainian military and always at the right hand of zelensky. those nazis. the ones they called azov battalion, now renamed 3rd assault brigade. those nazis.",2,negative,0.83,-1,180
"2:07:30   Tucker, ""No one has ever given me a straight answer"". Lex: gives a 'not straight' answer and skirts the question...",1,0,03/02/2024,2:07:30,7650,"tucker, ""no one has ever given me a straight answer"". lex: gives a 'not straight' answer and skirts the question...",2,negative,0.82,-1,255
1:09:44 he called you a partisan hack lol not just a partisan. Also love how he dodged the the recent segment Stewart did on him.,1,0,03/02/2024,1:09:44,4184,he called you a partisan hack lol not just a partisan. also love how he dodged the the recent segment stewart did on him.,2,negative,0.75,-1,139
"@45:46 ""dictatorship""? Well, and how many in that case public media in ""democratic"" Ukraine? You still do not understand russians.",1,0,03/03/2024,45:46,2746,"@ ""dictatorship""? well, and how many in that case public media in ""democratic"" ukraine? you still do not understand russians.",2,negative,0.86,-1,91
"1:31:37 Lex: Noughties have no power in Ukraine

Meanwhile: Ukro chief of staff giving interviews with red and black flag in the background",1,0,03/02/2024,1:31:37,5497,lex: noughties have no power in ukraine meanwhile: ukro chief of staff giving interviews with red and black flag in the background,2,neutral,0.54,0,183
"Tucker Carlson you truly empress me. I like the values you stand for. I am an American citizen living in Croatia on my saiiboat, it is not luxurious, it😢is a 44 footer but it's comfy 2:14:08 

 If you are ever in Croatia, near Trogir, please let me know. I 😮.",1,0,03/02/2024,2:14:08,8048,"tucker carlson you truly empress me. i like the values you stand for. i am an american citizen living in croatia on my saiiboat, it is not luxurious, it😢is a 44 footer but it's comfy if you are ever in croatia, near trogir, please let me know. i 😮.",2,positive,0.82,1,268
Tucker said he likes ball sack @1:54:03,1,0,03/14/2024,1:54:03,6843,tucker said he likes ball sack @,2,neutral,0.78,0,228
"A second of honesty: 9:23

Lex: Disinformation?
Tucker: Yeah, that's it!",1,0,03/03/2024,9:23,563,"a second of honesty: lex: disinformation? tucker: yeah, that's it!",2,neutral,0.83,0,18
40:07 EXACTLY THIS!!!!!! These are the exact considerations everyone needs to make when choosing the leaders in our country!!!,1,0,08/30/2024,40:07,2407,exactly this!!!!!! these are the exact considerations everyone needs to make when choosing the leaders in our country!!!,2,neutral,0.48,0,80
6:42 This one statement is one every journalist NEEDS TO RECOGNIZE!!! This is the heart of why Tucker is so great at what he does!!!,1,0,08/30/2024,6:42,402,this one statement is one every journalist needs to recognize!!! this is the heart of why tucker is so great at what he does!!!,2,positive,0.94,1,13
3:24 this needed to be said! NO MATTER WHAT SIDE!!! Bullshit always reveals itself. No need to bring your own bullshit,1,0,08/22/2024,3:24,204,this needed to be said! no matter what side!!! bullshit always reveals itself. no need to bring your own bullshit,2,negative,0.85,-1,6
54:29 Eisenhower centralized the national governments’ power when he steam rolled the US Highway system.,1,0,02/27/2024,54:29,3269,eisenhower centralized the national governments’ power when he steam rolled the us highway system.,2,neutral,0.8,0,108
51:50 Tucker stumped the robot with that one lmao What is the climate agenda if not egregious central planning lol,1,0,12/05/2024,51:50,3110,tucker stumped the robot with that one lmao what is the climate agenda if not egregious central planning lol,2,negative,0.81,-1,103
56:50 a profound point. Clever man.,0,0,12/29/2025,56:50,3410,a profound point. clever man.,0,positive,0.92,1,113
Интервью называется - Монолог Карлсона 27:16,0,0,10/04/2025,27:16,1636,интервью называется - монолог карлсона,0,neutral,0.85,0,54
7:02 were you afraid of being poisoned? - No I dont eat when I am aborads .... LOL They hate us cuz they aint us!,0,0,02/27/2024,7:02,422,were you afraid of being poisoned? - no i dont eat when i am aborads .... lol they hate us cuz they aint us!,0,negative,0.83,-1,14
"17:10 Calling him ""Mike Wallace's son"" is so hilarious 😂",0,0,02/27/2024,17:10,1030,"calling him ""mike wallace's son"" is so hilarious 😂",0,positive,0.51,1,34
"If you know history, true history... You let Putin twist everything and You did not ask questions, so no information just disinformation. Read books before you speak to propaganda creator. Interviewer from country with 300 years history without any knowledge... What kind of interview you created 16:00 You just let spread bullshit.",0,0,03/12/2024,16:00,960,"if you know history, true history... you let putin twist everything and you did not ask questions, so no information just disinformation. read books before you speak to propaganda creator. interviewer from country with 300 years history without any knowledge... what kind of interview you created you just let spread bullshit.",0,negative,0.86,-1,32
"2:56 дети-смысл жизни? скажи это моему отцу который бросил меня в младенчестве , лицемер",0,0,03/12/2024,2:56,176,"дети-смысл жизни? скажи это моему отцу который бросил меня в младенчестве , лицемер",0,neutral,0.86,0,5
"42:20 А что, в России уже банковские карты не работают? И даже доллары уже нельзя обменять? 😮 
Вот тебе и санкции.😏",0,0,01/09/2025,42:20,2540,"а что, в россии уже банковские карты не работают? и даже доллары уже нельзя обменять? 😮 вот тебе и санкции.😏",0,neutral,0.82,0,84
54:00 Lex open your eyes  ❤ if we lived in a free market there would be more than 6 media companies,0,0,01/01/2025,54:00,3240,lex open your eyes ❤ if we lived in a free market there would be more than 6 media companies,0,neutral,0.53,0,108
"11:07 “Victory is never define precisely nothing is ever defined precisely”

Are you exclusively referring to war or anything else as well because i agree in war no one wins in the strict sense of the word BUT “nothing” ?

Definitions are defined for a reason so that anybody can measure themselves or else within the limits set by that definition. Otherwise we can stop calling them definitions.",0,0,12/29/2024,11:07,667,“victory is never define precisely nothing is ever defined precisely” are you exclusively referring to war or anything else as well because i agree in war no one wins in the strict sense of the word but “nothing” ? definitions are defined for a reason so that anybody can measure themselves or else within the limits set by that definition. otherwise we can stop calling them definitions.,0,negative,0.66,-1,22
"54:00 - Tucker, just clearly state for everyone; so many aspects of America are so bad that Russia almost looks good, and we have to fix that.",0,0,12/06/2024,54:00,3240,"- tucker, just clearly state for everyone; so many aspects of america are so bad that russia almost looks good, and we have to fix that.",0,negative,0.87,-1,108
55:16 cia owns editing of Wikipedia,0,0,05/07/2026,55:16,3316,cia owns editing of wikipedia,0,neutral,0.75,0,110
"37:45 Tucker indicts himself, given he is a power hungry journalist leader.",0,0,04/26/2025,37:45,2265,"tucker indicts himself, given he is a power hungry journalist leader.",0,negative,0.82,-1,75
"1:30:15 funny but in 2018 Putin called himself a ""correct"" nationalist 😅",0,0,01/30/2025,1:30:15,5415,"funny but in 2018 putin called himself a ""correct"" nationalist 😅",0,neutral,0.52,0,180
7:06 Такер вкидывается снюсиком?😁,0,0,01/15/2025,7:06,426,такер вкидывается снюсиком?😁,0,neutral,0.74,0,14
"2:53:20 потому , что договорилась  и не перечила мировым лидерам на тот момент и сотрудничала и сотрудничает с США , а если бы по другому то сидели бы дальше в песке .",0,0,01/12/2025,2:53:20,10400,"потому , что договорилась и не перечила мировым лидерам на тот момент и сотрудничала и сотрудничает с сша , а если бы по другому то сидели бы дальше в песке .",0,neutral,0.78,0,346
"the grin at 7:50 about stalin murdering his own population ........................that's it, i just can't watch this bufonerie",0,0,02/27/2024,7:50,470,"the grin at about stalin murdering his own population ........................that's it, i just can't watch this bufonerie",0,negative,0.93,-1,15
2:08 architecture. ..La Sagrada Familia Barcelona perhaps?,0,0,02/27/2024,2:08,128,architecture. ..la sagrada familia barcelona perhaps?,0,neutral,0.94,0,4
"C'mon, Lex! LMAO @ 2:23:00 You are being way too charitable to ""half the country"" in this context. Forget the name Biden or Trump and judge them by their effectiveness and abilities. Biden is impaired and I voted for him in 2020. I love how you push back on Tucker, but to think ""half the country"" believes Biden isn't senile is downright dishonest.",0,0,02/27/2024,2:23:00,8580,"c'mon, lex! lmao @ you are being way too charitable to ""half the country"" in this context. forget the name biden or trump and judge them by their effectiveness and abilities. biden is impaired and i voted for him in 2020. i love how you push back on tucker, but to think ""half the country"" believes biden isn't senile is downright dishonest.",0,negative,0.77,-1,286
1:54:05 I like ball sac,0,0,03/03/2024,1:54:05,6845,i like ball sac,0,positive,0.68,1,228
1:10 - 1:12 is so true,0,0,03/02/2024,1:10,70,- is so true,0,positive,0.62,1,2
20:28 they should have left America 🇺🇸 😂😂😂😂,0,0,03/03/2024,20:28,1228,they should have left america 🇺🇸 😂😂😂😂,0,negative,0.85,-1,40
"2:06:54 Excellent point here! The issue of ugly architecture is under discussed, although the following video did detail, 9 years ago, why this matters: https://youtu.be/Hy4QjmKzF1c?si=LrxTYt9blfocgwyg",0,0,03/03/2024,2:06:54,7614,"excellent point here! the issue of ugly architecture is under discussed, although the following video did detail, 9 years ago, why this matters:",0,positive,0.69,1,253
"2:44:34 “If I had a waifu…”

-Tucker Carlson 2024",0,0,03/03/2024,2:44:34,9874,“if i had a waifu…” -tucker carlson 2024,0,neutral,0.89,0,329
16:30 I have a feeling what ΡυτιΝ really said might not have been translated 100% properly.,0,0,03/03/2024,16:30,990,i have a feeling what ρυτιν really said might not have been translated 100% properly.,0,negative,0.77,-1,33
@2:24:00 ish this is where lex sounds like a moron. And I should listen to this again but probably wont. Fell asleep woke up to this playing and heard this dumb bought for statement.,0,0,03/03/2024,2:24:00,8640,@ ish this is where lex sounds like a moron. and i should listen to this again but probably wont. fell asleep woke up to this playing and heard this dumb bought for statement.,0,negative,0.95,-1,288
13:00 but it was actually Russia 🆚 Hitler,0,0,02/27/2024,13:00,780,but it was actually russia 🆚 hitler,0,negative,0.5,-1,26
2:48:08 לקס בואו נלחם לפי כללי הג'יו-ג'יטסו או craft ma ga,0,0,09/09/2024,2:48:08,10088,לקס בואו נלחם לפי כללי הג'יו-ג'יטסו או craft ma ga,0,neutral,0.73,0,336
I think the most important part of this entire interview takes place at 2:53:34. Despite my reservations and disagreements with Tucker Carlson I think he makes a few really good points for young men here.,0,0,09/08/2024,2:53:34,10414,i think the most important part of this entire interview takes place at . despite my reservations and disagreements with tucker carlson i think he makes a few really good points for young men here.,0,positive,0.93,1,347
"1:39:15   Russia tried to join NATO  Total BS  claim.  Tucker is so full of it he and exposes himself.
If you think what he says is true, ask yourself what did Russia do in terms of steps to join NATO?
It was a throw away question posed by Putin and was in no way reflective of Russia's intention or desire.

Its almost insulting to posit that ""because he could not join NATO he has to go to war with it""? Silly.",0,0,09/02/2024,1:39:15,5955,"russia tried to join nato total bs claim. tucker is so full of it he and exposes himself. if you think what he says is true, ask yourself what did russia do in terms of steps to join nato? it was a throw away question posed by putin and was in no way reflective of russia's intention or desire. its almost insulting to posit that ""because he could not join nato he has to go to war with it""? silly.",0,negative,0.86,-1,198
He shuts his mouth at 3:52 for anyone trying to get past his little speech 💬,0,0,02/27/2024,3:52,232,he shuts his mouth at for anyone trying to get past his little speech 💬,0,negative,0.72,-1,7
2:56:49 из за его смеха я хочу знать Английский что бы слушать это в оригинале потому что субтитры пишут одно диктор другое а смысл вообще в действительности о другом 😅,0,0,04/25/2026,2:56:49,10609,из за его смеха я хочу знать английский что бы слушать это в оригинале потому что субтитры пишут одно диктор другое а смысл вообще в действительности о другом 😅,0,neutral,0.8,0,353
"2:33:49 Это не та тема, в которую я часто углубляюсь, потому что мне оттуда никто не платит.  😂😂😂",0,0,04/03/2026,2:33:49,9229,"это не та тема, в которую я часто углубляюсь, потому что мне оттуда никто не платит. 😂😂😂",0,neutral,0.79,0,307
"Shortly after 19:30  I take issue with Tucker's conflicting statements that the US is profiting off the war while also destroying it's economy.  IDK, maybe he will get into specifics at some point.",0,0,02/27/2024,19:30,1170,"shortly after i take issue with tucker's conflicting statements that the us is profiting off the war while also destroying it's economy. idk, maybe he will get into specifics at some point.",0,negative,0.68,-1,39
The subtle jab towards chris wallace at 17:00 calling him mike wallace's son was hilarious. You can tell those 2 dont like each other,0,0,02/27/2024,17:00,1020,the subtle jab towards chris wallace at calling him mike wallace's son was hilarious. you can tell those 2 dont like each other,0,negative,0.75,-1,34
44:29 Tucker nailed it,0,0,03/16/2024,44:29,2669,tucker nailed it,0,positive,0.66,1,88
"1:06:12 You could absolutely say that and keep your job mate, in this matter, you don't know what you're talking about",0,0,03/16/2024,1:06:12,3972,"you could absolutely say that and keep your job mate, in this matter, you don't know what you're talking about",0,negative,0.68,-1,132
2:06:20 Why are we the sickest we have ever been? Big pharma is your answer! They make money in sickness not wellness!,0,0,03/16/2024,2:06:20,7580,why are we the sickest we have ever been? big pharma is your answer! they make money in sickness not wellness!,0,negative,0.94,-1,252
1:03 i like your unbiased thinking👍🏾this is true intelligence. Taking it all in and having your own opinion instead of being biased to only one side!,0,0,03/15/2024,1:03,63,i like your unbiased thinking👍🏾this is true intelligence. taking it all in and having your own opinion instead of being biased to only one side!,0,positive,0.93,1,2
1:54:04 AYO?? HE LIKES WHAT?!,0,0,03/02/2024,1:54:04,6844,ayo?? he likes what?!,0,neutral,0.73,0,228
"At 1:29:00. So only Getmans were nazis? Wtf. One country one nation? 

No Hungarians, Croats, Ukraninans, Bulgarians, Turks, Japanese, Spanish, Italian... They all worked for Germany and foughtnto put Htler in power? The most Hollywood thing to say ever, and it doscredits the whole convo.

Why did Hungary lose 70% of its land after wwi ?",0,0,03/03/2024,1:29:00,5340,"at . so only getmans were nazis? wtf. one country one nation? no hungarians, croats, ukraninans, bulgarians, turks, japanese, spanish, italian... they all worked for germany and foughtnto put htler in power? the most hollywood thing to say ever, and it doscredits the whole convo. why did hungary lose 70% of its land after wwi ?",0,negative,0.83,-1,178
"11:32 ""RUSSIA v NATO 7to1  artillery shells""- anEstonian Defense Member Estimated.  😒Good to see TUCK doin his due diligence gatherin data from multiple sources and certainly neeeever passin off assumption, hearsay and especially ESTIMATES from unreliable sources as factual data. 
""A reliable source within the Waste Removal Dept of Kazakhstan has informed us tomorrow at noon THE SKY WILL FALL. - Tucker Carlson",0,0,03/03/2024,11:32,692,"""russia v nato 7to1 artillery shells""- anestonian defense member estimated. 😒good to see tuck doin his due diligence gatherin data from multiple sources and certainly neeeever passin off assumption, hearsay and especially estimates from unreliable sources as factual data. ""a reliable source within the waste removal dept of kazakhstan has informed us tomorrow at noon the sky will fall. - tucker carlson",0,neutral,0.55,0,23
"49:27

Say it louder for the folks in the back. Are you listening? He’s talking about the total collapse of the dollar! But… it’s being done on purpose. Before they can have socialism they must DESTROY capitalism!",0,0,03/03/2024,49:27,2967,say it louder for the folks in the back. are you listening? he’s talking about the total collapse of the dollar! but… it’s being done on purpose. before they can have socialism they must destroy capitalism!,0,negative,0.7,-1,98
"Если на западе такая свобода слова и демократия, Зачем оправдываться каждые 15 минут, зачем посадили Джулиана Асанджа? Почему преследуют Сноудена? Эта такая выборочная демократия по американски? Которая доставляется на крыльях бомбардировщиков (ой здесь я демократичен а здесь нет😂) 20:07 Навального посадили за шпионаж (копните в просторах интернета, есть видео где его помощник получает деньги от ЦРУ), он не оппозиционер он мошенник",0,0,03/03/2024,20:07,1207,"если на западе такая свобода слова и демократия, зачем оправдываться каждые 15 минут, зачем посадили джулиана асанджа? почему преследуют сноудена? эта такая выборочная демократия по американски? которая доставляется на крыльях бомбардировщиков (ой здесь я демократичен а здесь нет😂) навального посадили за шпионаж (копните в просторах интернета, есть видео где его помощник получает деньги от цру), он не оппозиционер он мошенник",0,neutral,0.81,0,40
"1:25:20
But near Kiev it was just around 20k russian troops. That was evident, that it's just a part of bloody political theatre, nothing serious.
For such a huge city to be captured you need at least 20 times more people concentrated near it.",0,0,03/03/2024,1:25:20,5120,"but near kiev it was just around 20k russian troops. that was evident, that it's just a part of bloody political theatre, nothing serious. for such a huge city to be captured you need at least 20 times more people concentrated near it.",0,negative,0.83,-1,170
1:03:00  Did the US gov't lie about how much it is sanctioning Russia?,0,0,03/03/2024,1:03:00,3780,did the us gov't lie about how much it is sanctioning russia?,0,neutral,0.57,0,126
47:59 this shows Lex is a great interviewer.,0,0,03/03/2024,47:59,2879,this shows lex is a great interviewer.,0,positive,0.97,1,95
39:33 fucking spot on,0,0,03/03/2024,39:33,2373,fucking spot on,0,positive,0.43,1,79
1:24:42 bravo sir,0,0,03/03/2024,1:24:42,5082,bravo sir,0,positive,0.64,1,169
02:07:00 Liverpool Cathedral.,0,0,03/03/2024,02:07:00,7620,liverpool cathedral.,0,neutral,0.81,0,254
30:10 they were up in his signal account,0,0,03/03/2024,30:10,1810,they were up in his signal account,0,neutral,0.92,0,60
1:42 He will talk to every person in the world,0,0,03/02/2024,1:42,102,he will talk to every person in the world,0,neutral,0.78,0,3
"2:30- on Israel, thanks for your comments!!!",0,0,03/02/2024,2:30,150,"- on israel, thanks for your comments!!!",0,positive,0.91,1,5
"At 1:43  its great. Thanks for your logic you have Tucker... logic, which brings truth.",0,0,03/02/2024,1:43,103,"at its great. thanks for your logic you have tucker... logic, which brings truth.",0,positive,0.96,1,3
"Around time code 2:50, Tucker has a very weird definition of atheist as ""people who think they are god."" ""And if you are god you should just jump off the roof of your garage."" Oh my, that is the kind of revelation of a person on an acid trip. I sort of question his sanity at that point.",0,0,03/02/2024,2:50,170,"around time code , tucker has a very weird definition of atheist as ""people who think they are god."" ""and if you are god you should just jump off the roof of your garage."" oh my, that is the kind of revelation of a person on an acid trip. i sort of question his sanity at that point.",0,negative,0.87,-1,5
"1:20:22   -   '... I don't think Joe Biden is a real person...'  .
That is very refreshing to (finally) hear a journalist say!!   .   but can't help but wonder if he really understands the bigger further truth of those words?",0,0,03/02/2024,1:20:22,4822,- '... i don't think joe biden is a real person...' . that is very refreshing to (finally) hear a journalist say!! . but can't help but wonder if he really understands the bigger further truth of those words?,0,neutral,0.46,0,160
And there is nothing to indicate that Zelenskyy had any influence on the Nazis in Ukraine. 1:31:05,0,0,03/03/2024,1:31:05,5465,and there is nothing to indicate that zelenskyy had any influence on the nazis in ukraine.,0,negative,0.61,-1,182
"49:00 - 49:29 - Moscow isn't reflective of all of Russia, especially the Asian side of Russia. Further, most of the world has ignored the sanctions with little if any penalty so their supply chain has just been re-routed. 2:03:37 - 2:04:24 - bingo! 2:15:53 - 2:15:55 - 😂",0,0,03/02/2024,49:00,2940,"- - moscow isn't reflective of all of russia, especially the asian side of russia. further, most of the world has ignored the sanctions with little if any penalty so their supply chain has just been re-routed. - - bingo! - - 😂",0,negative,0.72,-1,98
"Tucker said he's never extended a war , that's a pretty grave sin in his opinion 1:28:00 , I not sure that statement is true , he certainly is repeating the Ukraine can't win this war line , and other verbage . I'm not exactly a fan of the US approach to world affairs either. More specifically the raise on the Military/MSM industrial complex and associated corporations .",0,0,03/02/2024,1:28:00,5280,"tucker said he's never extended a war , that's a pretty grave sin in his opinion , i not sure that statement is true , he certainly is repeating the ukraine can't win this war line , and other verbage . i'm not exactly a fan of the us approach to world affairs either. more specifically the raise on the military/msm industrial complex and associated corporations .",0,negative,0.92,-1,176
"11:43 And yet, Iran, North Korea and China is supplying the great industrial Russia with armaments.",0,0,03/14/2024,11:43,703,"and yet, iran, north korea and china is supplying the great industrial russia with armaments.",0,neutral,0.69,0,23
"Just at the Google Monopoly 52:40, try to find a search engine that does not piggyback on Google! Google runs the internet! Your ok if your looking for cute kitten pics and video,  but try tracking down something that actually matters? Stumbled on a factual news item and tried to do research on it. Nothing. You'd better have saved the original because all to often,  that quickly dissappears as well.  Huh, NSA?",0,0,03/14/2024,52:40,3160,"just at the google monopoly , try to find a search engine that does not piggyback on google! google runs the internet! your ok if your looking for cute kitten pics and video, but try tracking down something that actually matters? stumbled on a factual news item and tried to do research on it. nothing. you'd better have saved the original because all to often, that quickly dissappears as well. huh, nsa?",0,negative,0.74,-1,105
